Address,AddressHex,RegisterIndex,Data name,Unit,Data format,Read/Write,Remark,Source Start address,Source Number of registers
511,0x01FF,11,Invalid data,,,,Internal command,500,34.0
512,0x0200,12,Invalid data,,,,Internal command,500,34.0
513,0x0201,13,Invalid data,,,,Internal command,500,34.0
514,0x0202,14,Invalid data,,,,Internal command,500,34.0
515,0x0203,15,Invalid data,,,,Internal command,500,34.0
516,0x0204,16,Invalid data,,,,Internal command,500,34.0
517,0x0205,17,Invalid data,,,,Internal command,500,34.0
518,0x0206,18,Invalid data,,,,Internal command,500,34.0
519,0x0207,19,Invalid data,,,,Internal command,500,34.0
520,0x0208,20,Invalid data,,,,Internal command,500,34.0
521,0x0209,21,Invalid data,,,,Internal command,500,34.0
522,0x020A,22,Invalid data,,,,Internal command,500,34.0
523,0x020B,23,Invalid data,,,,Internal command,500,34.0
524,0x020C,24,Invalid data,,,,Internal command,500,34.0
525,0x020D,25,Invalid data,,,,Internal command,500,34.0
526,0x020E,26,Invalid data,,,,Internal command,500,34.0
527,0x020F,27,Invalid data,,,,Internal command,500,34.0
528,0x0210,28,Invalid data,,,,Internal command,500,34.0
529,0x0211,29,Invalid data,,,,Internal command,500,34.0
530,0x0212,30,Invalid data,,,,Internal command,500,34.0
531,0x0213,31,Invalid data,,,,Internal command,500,34.0
532,0x0214,32,Invalid data,,,,Internal command,500,34.0
533,0x0215,33,Invalid data,,,,Internal command,500,34.0
534,0x0216,0,Reserved,,,,Reserved address,534,66.0
535,0x0217,1,Reserved,,,,Reserved address,534,66.0
536,0x0218,2,Reserved,,,,Reserved address,534,66.0
537,0x0219,3,Reserved,,,,Reserved address,534,66.0
538,0x021A,4,Reserved,,,,Reserved address,534,66.0
539,0x021B,5,Reserved,,,,Reserved address,534,66.0
540,0x021C,6,Reserved,,,,Reserved address,534,66.0
541,0x021D,7,Reserved,,,,Reserved address,534,66.0
542,0x021E,8,Reserved,,,,Reserved address,534,66.0
543,0x021F,9,Reserved,,,,Reserved address,534,66.0
544,0x0220,10,Reserved,,,,Reserved address,534,66.0
545,0x0221,11,Reserved,,,,Reserved address,534,66.0
546,0x0222,12,Reserved,,,,Reserved address,534,66.0
547,0x0223,13,Reserved,,,,Reserved address,534,66.0
548,0x0224,14,Reserved,,,,Reserved address,534,66.0
549,0x0225,15,Reserved,,,,Reserved address,534,66.0
550,0x0226,16,Reserved,,,,Reserved address,534,66.0
551,0x0227,17,Reserved,,,,Reserved address,534,66.0
552,0x0228,18,Reserved,,,,Reserved address,534,66.0
553,0x0229,19,Reserved,,,,Reserved address,534,66.0
554,0x022A,20,Reserved,,,,Reserved address,534,66.0
555,0x022B,21,Reserved,,,,Reserved address,534,66.0
556,0x022C,22,Reserved,,,,Reserved address,534,66.0
557,0x022D,23,Reserved,,,,Reserved address,534,66.0
558,0x022E,24,Reserved,,,,Reserved address,534,66.0
559,0x022F,25,Reserved,,,,Reserved address,534,66.0
560,0x0230,26,Reserved,,,,Reserved address,534,66.0
561,0x0231,27,Reserved,,,,Reserved address,534,66.0
562,0x0232,28,Reserved,,,,Reserved address,534,66.0
563,0x0233,29,Reserved,,,,Reserved address,534,66.0
564,0x0234,30,Reserved,,,,Reserved address,534,66.0
565,0x0235,31,Reserved,,,,Reserved address,534,66.0
566,0x0236,32,Reserved,,,,Reserved address,534,66.0
567,0x0237,33,Reserved,,,,Reserved address,534,66.0
568,0x0238,34,Reserved,,,,Reserved address,534,66.0
569,0x0239,35,Reserved,,,,Reserved address,534,66.0
570,0x023A,36,Reserved,,,,Reserved address,534,66.0
571,0x023B,37,Reserved,,,,Reserved address,534,66.0
572,0x023C,38,Reserved,,,,Reserved address,534,66.0
573,0x023D,39,Reserved,,,,Reserved address,534,66.0
574,0x023E,40,Reserved,,,,Reserved address,534,66.0
575,0x023F,41,Reserved,,,,Reserved address,534,66.0
576,0x0240,42,Reserved,,,,Reserved address,534,66.0
577,0x0241,43,Reserved,,,,Reserved address,534,66.0
578,0x0242,44,Reserved,,,,Reserved address,534,66.0
579,0x0243,45,Reserved,,,,Reserved address,534,66.0
580,0x0244,46,Reserved,,,,Reserved address,534,66.0
581,0x0245,47,Reserved,,,,Reserved address,534,66.0
582,0x0246,48,Reserved,,,,Reserved address,534,66.0
583,0x0247,49,Reserved,,,,Reserved address,534,66.0
584,0x0248,50,Reserved,,,,Reserved address,534,66.0
585,0x0249,51,Reserved,,,,Reserved address,534,66.0
586,0x024A,52,Reserved,,,,Reserved address,534,66.0
587,0x024B,53,Reserved,,,,Reserved address,534,66.0
588,0x024C,54,Reserved,,,,Reserved address,534,66.0
589,0x024D,55,Reserved,,,,Reserved address,534,66.0
590,0x024E,56,Reserved,,,,Reserved address,534,66.0
591,0x024F,57,Reserved,,,,Reserved address,534,66.0
592,0x0250,58,Reserved,,,,Reserved address,534,66.0
593,0x0251,59,Reserved,,,,Reserved address,534,66.0
594,0x0252,60,Reserved,,,,Reserved address,534,66.0
595,0x0253,61,Reserved,,,,Reserved address,534,66.0
596,0x0254,62,Reserved,,,,Reserved address,534,66.0
597,0x0255,63,Reserved,,,,Reserved address,534,66.0
598,0x0256,64,Reserved,,,,Reserved address,534,66.0
599,0x0257,65,Reserved,,,,Reserved address,534,66.0
600,0x0258,0,Invalid data,,,,Internal command,600,34.0
601,0x0259,1,Invalid data,,,,Internal command,600,34.0
602,0x025A,2,Invalid data,,,,Internal command,600,34.0
603,0x025B,3,Invalid data,,,,Internal command,600,34.0
604,0x025C,4,Invalid data,,,,Internal command,600,34.0
605,0x025D,5,Invalid data,,,,Internal command,600,34.0
606,0x025E,6,Invalid data,,,,Internal command,600,34.0
607,0x025F,7,Invalid data,,,,Internal command,600,34.0
608,0x0260,8,Invalid data,,,,Internal command,600,34.0
609,0x0261,9,Invalid data,,,,Internal command,600,34.0
610,0x0262,10,Invalid data,,,,Internal command,600,34.0
611,0x0263,11,Invalid data,,,,Internal command,600,34.0
612,0x0264,12,Invalid data,,,,Internal command,600,34.0
613,0x0265,13,Invalid data,,,,Internal command,600,34.0
614,0x0266,14,Invalid data,,,,Internal command,600,34.0
615,0x0267,15,Invalid data,,,,Internal command,600,34.0
616,0x0268,16,Invalid data,,,,Internal command,600,34.0
617,0x0269,17,Invalid data,,,,Internal command,600,34.0
618,0x026A,18,Invalid data,,,,Internal command,600,34.0
619,0x026B,19,Invalid data,,,,Internal command,600,34.0
620,0x026C,20,Invalid data,,,,Internal command,600,34.0
621,0x026D,21,Invalid data,,,,Internal command,600,34.0
622,0x026E,22,Invalid data,,,,Internal command,600,34.0
623,0x026F,23,Invalid data,,,,Internal command,600,34.0
624,0x0270,24,Invalid data,,,,Internal command,600,34.0
625,0x0271,25,Invalid data,,,,Internal command,600,34.0
626,0x0272,0,Program version,,ASC,R,,626,8.0
626,0x0272,26,Invalid data,,,,Internal command,600,34.0
627,0x0273,1,Program version,,ASC,R,,626,8.0
627,0x0273,27,Invalid data,,,,Internal command,600,34.0
628,0x0274,2,Program version,,ASC,R,,626,8.0
628,0x0274,28,Invalid data,,,,Internal command,600,34.0
629,0x0275,3,Program version,,ASC,R,,626,8.0
629,0x0275,29,Invalid data,,,,Internal command,600,34.0
630,0x0276,4,Program version,,ASC,R,,626,8.0
630,0x0276,30,Invalid data,,,,Internal command,600,34.0
631,0x0277,5,Program version,,ASC,R,,626,8.0
631,0x0277,31,Invalid data,,,,Internal command,600,34.0
632,0x0278,6,Program version,,ASC,R,,626,8.0
632,0x0278,32,Invalid data,,,,Internal command,600,34.0
633,0x0279,7,Program version,,ASC,R,,626,8.0
633,0x0279,33,Invalid data,,,,Internal command,600,34.0
634,0x027A,0,Reserved,,,,Reserved address,634,7.0
635,0x027B,1,Reserved,,,,Reserved address,634,7.0
636,0x027C,2,Reserved,,,,Reserved address,634,7.0
637,0x027D,3,Reserved,,,,Reserved address,634,7.0
638,0x027E,4,Reserved,,,,Reserved address,634,7.0
639,0x027F,5,Reserved,,,,Reserved address,634,7.0
640,0x0280,6,Reserved,,,,Reserved address,634,7.0
643,0x0283,0,Rated power,w,UInt,R,,643,1.0
644,0x0284,0,Rated number of cells [J],PCS,UInt,R,,644,1.0
645,0x0285,0,Reserved,,,,Reserved address,645,55.0
646,0x0286,1,Reserved,,,,Reserved address,645,55.0
647,0x0287,2,Reserved,,,,Reserved address,645,55.0
648,0x0288,3,Reserved,,,,Reserved address,645,55.0
649,0x0289,4,Reserved,,,,Reserved address,645,55.0
650,0x028A,5,Reserved,,,,Reserved address,645,55.0
651,0x028B,6,Reserved,,,,Reserved address,645,55.0
652,0x028C,7,Reserved,,,,Reserved address,645,55.0
653,0x028D,8,Reserved,,,,Reserved address,645,55.0
654,0x028E,9,Reserved,,,,Reserved address,645,55.0
655,0x028F,10,Reserved,,,,Reserved address,645,55.0
656,0x0290,11,Reserved,,,,Reserved address,645,55.0
657,0x0291,12,Reserved,,,,Reserved address,645,55.0
658,0x0292,13,Reserved,,,,Reserved address,645,55.0
659,0x0293,14,Reserved,,,,Reserved address,645,55.0
660,0x0294,15,Reserved,,,,Reserved address,645,55.0
661,0x0295,16,Reserved,,,,Reserved address,645,55.0
662,0x0296,17,Reserved,,,,Reserved address,645,55.0
663,0x0297,18,Reserved,,,,Reserved address,645,55.0
664,0x0298,19,Reserved,,,,Reserved address,645,55.0
665,0x0299,20,Reserved,,,,Reserved address,645,55.0
666,0x029A,21,Reserved,,,,Reserved address,645,55.0
667,0x029B,22,Reserved,,,,Reserved address,645,55.0
668,0x029C,23,Reserved,,,,Reserved address,645,55.0
669,0x029D,24,Reserved,,,,Reserved address,645,55.0
670,0x029E,25,Reserved,,,,Reserved address,645,55.0
671,0x029F,26,Reserved,,,,Reserved address,645,55.0
672,0x02A0,27,Reserved,,,,Reserved address,645,55.0
673,0x02A1,28,Reserved,,,,Reserved address,645,55.0
674,0x02A2,29,Reserved,,,,Reserved address,645,55.0
675,0x02A3,30,Reserved,,,,Reserved address,645,55.0
676,0x02A4,31,Reserved,,,,Reserved address,645,55.0
677,0x02A5,32,Reserved,,,,Reserved address,645,55.0
678,0x02A6,33,Reserved,,,,Reserved address,645,55.0
679,0x02A7,34,Reserved,,,,Reserved address,645,55.0
680,0x02A8,35,Reserved,,,,Reserved address,645,55.0
681,0x02A9,36,Reserved,,,,Reserved address,645,55.0
682,0x02AA,37,Reserved,,,,Reserved address,645,55.0
683,0x02AB,38,Reserved,,,,Reserved address,645,55.0
684,0x02AC,39,Reserved,,,,Reserved address,645,55.0
685,0x02AD,40,Reserved,,,,Reserved address,645,55.0
686,0x02AE,41,Reserved,,,,Reserved address,645,55.0
687,0x02AF,42,Reserved,,,,Reserved address,645,55.0
688,0x02B0,43,Reserved,,,,Reserved address,645,55.0
689,0x02B1,44,Reserved,,,,Reserved address,645,55.0
690,0x02B2,45,Reserved,,,,Reserved address,645,55.0
691,0x02B3,46,Reserved,,,,Reserved address,645,55.0
692,0x02B4,47,Reserved,,,,Reserved address,645,55.0
693,0x02B5,48,Reserved,,,,Reserved address,645,55.0
694,0x02B6,49,Reserved,,,,Reserved address,645,55.0
695,0x02B7,50,Reserved,,,,Reserved address,645,55.0
696,0x02B8,51,Reserved,,,,Reserved address,645,55.0
697,0x02B9,52,Reserved,,,,Reserved address,645,55.0
698,0x02BA,53,Reserved,,,,Reserved address,645,55.0
699,0x02BB,54,Reserved,,,,Reserved address,645,55.0
700,0x02BC,0,Fault record storage information [K],,ULong,R,Upper 16 bits: the position of the latest record; | Lower 16 bits: total number of existing fault messages,700,2.0
701,0x02BD,1,Fault record storage information [K],,ULong,R,Upper 16 bits: the position of the latest record; | Lower 16 bits: total number of existing fault messages,700,2.0
702,0x02BE,0,Fault Information Query Index,,Uint,R/W,"Set the fault information index to be queried, range: 0 ~ total number of existing fault information",702,1.0
703,0x02BF,0,Fault Record [M],,,R,See the fault record format for details.,703,26.0
704,0x02C0,1,Fault Record [M],,,R,See the fault record format for details.,703,26.0
705,0x02C1,2,Fault Record [M],,,R,See the fault record format for details.,703,26.0
706,0x02C2,3,Fault Record [M],,,R,See the fault record format for details.,703,26.0
707,0x02C3,4,Fault Record [M],,,R,See the fault record format for details.,703,26.0
708,0x02C4,5,Fault Record [M],,,R,See the fault record format for details.,703,26.0
709,0x02C5,6,Fault Record [M],,,R,See the fault record format for details.,703,26.0
710,0x02C6,7,Fault Record [M],,,R,See the fault record format for details.,703,26.0
711,0x02C7,8,Fault Record [M],,,R,See the fault record format for details.,703,26.0
712,0x02C8,9,Fault Record [M],,,R,See the fault record format for details.,703,26.0
713,0x02C9,10,Fault Record [M],,,R,See the fault record format for details.,703,26.0
714,0x02CA,11,Fault Record [M],,,R,See the fault record format for details.,703,26.0
715,0x02CB,12,Fault Record [M],,,R,See the fault record format for details.,703,26.0
716,0x02CC,13,Fault Record [M],,,R,See the fault record format for details.,703,26.0
717,0x02CD,14,Fault Record [M],,,R,See the fault record format for details.,703,26.0
718,0x02CE,15,Fault Record [M],,,R,See the fault record format for details.,703,26.0
719,0x02CF,16,Fault Record [M],,,R,See the fault record format for details.,703,26.0
720,0x02D0,17,Fault Record [M],,,R,See the fault record format for details.,703,26.0
721,0x02D1,18,Fault Record [M],,,R,See the fault record format for details.,703,26.0
722,0x02D2,19,Fault Record [M],,,R,See the fault record format for details.,703,26.0
723,0x02D3,20,Fault Record [M],,,R,See the fault record format for details.,703,26.0
724,0x02D4,21,Fault Record [M],,,R,See the fault record format for details.,703,26.0
725,0x02D5,22,Fault Record [M],,,R,See the fault record format for details.,703,26.0
726,0x02D6,23,Fault Record [M],,,R,See the fault record format for details.,703,26.0
727,0x02D7,24,Fault Record [M],,,R,See the fault record format for details.,703,26.0
728,0x02D8,25,Fault Record [M],,,R,See the fault record format for details.,703,26.0
729,0x02D9,0,Run the log,,,R,See the operation log description for details,729,16.0
730,0x02DA,1,Run the log,,,R,See the operation log description for details,729,16.0
731,0x02DB,2,Run the log,,,R,See the operation log description for details,729,16.0
732,0x02DC,3,Run the log,,,R,See the operation log description for details,729,16.0
733,0x02DD,4,Run the log,,,R,See the operation log description for details,729,16.0
734,0x02DE,5,Run the log,,,R,See the operation log description for details,729,16.0
735,0x02DF,6,Run the log,,,R,See the operation log description for details,729,16.0
736,0x02E0,7,Run the log,,,R,See the operation log description for details,729,16.0
737,0x02E1,8,Run the log,,,R,See the operation log description for details,729,16.0
738,0x02E2,9,Run the log,,,R,See the operation log description for details,729,16.0
739,0x02E3,10,Run the log,,,R,See the operation log description for details,729,16.0
740,0x02E4,11,Run the log,,,R,See the operation log description for details,729,16.0
741,0x02E5,12,Run the log,,,R,See the operation log description for details,729,16.0
742,0x02E6,13,Run the log,,,R,See the operation log description for details,729,16.0
743,0x02E7,14,Run the log,,,R,See the operation log description for details,729,16.0
744,0x02E8,15,Run the log,,,R,See the operation log description for details,729,16.0
745,0x02E9,0,Reserved,,,,Reserved address,745,5.0
746,0x02EA,1,Reserved,,,,Reserved address,745,5.0
747,0x02EB,2,Reserved,,,,Reserved address,745,5.0
748,0x02EC,3,Reserved,,,,Reserved address,745,5.0
749,0x02ED,4,Reserved,,,,Reserved address,745,5.0
